body_part_name,category_name,procedure_name,alternative_names,short_description,overview,procedure_details,ideal_candidates,recovery_time,procedure_duration,hospital_stay_required,min_cost,max_cost,risks,procedure_types,recovery_process,results_duration,benefits,benefits_detailed,alternative_procedures,tags
Eyes,Vision Correction,LASEK,-,A laser procedure to correct vision and treat refractive errors.,"LASEK (Laser-Assisted Subepithelial Keratomileusis) reshapes the cornea to correct nearsightedness, farsightedness, or astigmatism.","The procedure involves applying a laser to the cornea to reshape it, improving vision.","Individuals with refractive errors, seeking to reduce dependence on glasses or contact lenses.",1–2 weeks,30 minutes,No,"₹50,000","₹1,50,000","Dry eyes, glare, temporary vision fluctuations.",Vision correction,Avoid rubbing eyes; wear protective eyewear during recovery.,Results are permanent.,Improved vision.,Corrects refractive vision errors and reduces need for glasses.,"LASIK, PRK","lasek, vision correction, laser eye surgery"
Skin,Skin Rejuvenation And Resurfacing,ThreeForMe,-,"A combination treatment targeting wrinkles, pigmentation, and skin texture.","ThreeForMe combines IPL (Intense Pulsed Light), laser, and microneedling to address multiple skin concerns simultaneously.","IPL targets pigmentation, while laser and microneedling improve skin texture and reduce wrinkles.",Individuals seeking to treat multiple skin concerns like wrinkles and pigmentation.,1–2 weeks,30–60 minutes,No,"₹25,000","₹60,000","Redness, swelling, mild discomfort.","Anti-aging, Skin rejuvenation",Avoid sun exposure post-treatment; mild redness and swelling are common.,Results visible in 1–2 weeks.,Rejuvenated skin.,"Targets wrinkles, pigmentation, and overall skin texture.","Chemical peels, Laser treatments","threeforme, anti-aging, skin rejuvenation"
Face,Skin Tightening,Emface,-,A non-invasive treatment for lifting and toning the face.,Emface uses high-intensity electromagnetic energy to lift and tone the skin by stimulating facial muscles.,"The treatment stimulates muscle activity, tightening and lifting the skin without injections or surgery.",Individuals seeking facial toning and lifting without surgery.,1–2 weeks,20–30 minutes,No,"₹35,000","₹80,000","Mild redness, muscle soreness, temporary discomfort.",Non-surgical facelift,Use a soothing cream after treatment; mild muscle soreness for a few days.,Results visible in 1–3 months.,Lifted and toned face.,"Lifts facial muscles, improving skin tightness and reducing wrinkles.","Facelift, Ultherapy","emface, non-surgical facelift, anti-aging"
Skin,Skin Rejuvenation And Resurfacing,PRF Treatment,Platelet-Rich Fibrin,A treatment for hair restoration using the body's natural growth factors.,PRF (Platelet-Rich Fibrin) is derived from the patient's blood and is injected into the scalp to stimulate hair growth.,"The growth factors in PRF stimulate hair follicles and improve scalp health, promoting natural hair regrowth.",Individuals experiencing hair thinning or early hair loss.,1–2 weeks,30 minutes,No,"₹20,000","₹50,000","Swelling, tenderness at the injection site, bruising.",Hair restoration,Avoid touching the treated area for 24 hours; mild swelling or redness may occur.,Results visible in 2–4 months.,Regrow hair naturally.,Stimulates hair regrowth by using your body's own growth factors.,"PRP hair treatment, Hair transplant","prf, hair restoration, hair regrowth"
Skin,Skin Care Products,Tazorac,Tretinoin,"A topical treatment for acne, wrinkles, and fine lines.","Tazorac, a form of retinoid, helps to renew skin, treat acne, and reduce fine lines by promoting collagen production.","The medication accelerates cell turnover, unclogs pores, and smooths skin texture.","Individuals with acne, fine lines, or early signs of aging.",1–2 weeks,N/A,No,₹500,"₹3,000","Skin irritation, peeling, redness, dryness.","Acne treatment, Anti-aging",Start with a lower concentration and use sunscreen daily; redness and dryness are common in the initial phase.,Results visible in 4–6 weeks.,"Clear, youthful skin.",Improves skin texture and reduces acne and fine lines.,"Retinol, Other retinoids","tazorac, acne treatment, anti-aging"
Breasts,Breast Surgery,GalaFLEX,-,A tissue matrix implant to support breast reconstruction.,GalaFLEX is a synthetic mesh that helps support the breast tissue during reconstruction or augmentation.,"It is used to lift and shape breast tissue, providing long-term support for the breast during healing.",Women undergoing breast reconstruction or enhancement.,1–2 weeks,1–2 hours,Yes,"₹60,000","₹1,50,000","Infection, implant rejection, tissue damage.",Breast reconstruction,Use a support bra and avoid strenuous activity for a few weeks; swelling and discomfort are normal.,Results in 3–6 months (long-term results).,Enhanced breast shape.,Provides tissue support during and after breast surgery.,"Breast implants, Tissue expanders","galaflex, breast reconstruction, breast support"
Male Genitals,Gender Confirmation Surgery,Transgender Phalloplasty,-,A surgery for creating a neophallus for transgender men.,"Phalloplasty involves creating a penis using tissue from other parts of the body, such as the forearm or thigh.","The tissue is grafted into place, and a urethra extension may also be performed, with multiple stages in the procedure.",Transgender men seeking gender-affirming surgery.,4–6 weeks,6–8 hours,Yes,"₹8,00,000","₹12,00,000","Infection, graft failure, scarring.",Gender-affirming surgery,Follow post-op care instructions carefully; recovery may involve multiple stages.,Results take 6–12 months for final outcome.,Fully functional neophallus.,Provides physical and emotional alignment with gender identity.,"Vaginoplasty, Metoidioplasty","phalloplasty, gender-affirming surgery, transgender"
Teeth & Gums,Cosmetic Dentistry,Full Mouth Reconstruction,-,A comprehensive approach to restoring the entire mouth.,"Full mouth reconstruction involves a combination of procedures to restore or replace damaged teeth, gums, and jaw.","Procedures may include crowns, implants, bridges, or dentures, depending on the individual needs of the patient.",Individuals with extensive tooth damage or loss.,4–6 weeks,Varies (multiple procedures),Yes,"₹1,50,000","₹5,00,000","Infection, failure of implants, difficulty chewing.",Dental restoration,Post-surgery care includes maintaining oral hygiene and avoiding hard foods for a period.,Results visible in 6–12 months.,Restored smile and function.,Restores function and aesthetics of the entire mouth.,"Dental implants, Dentures","full mouth reconstruction, dental restoration, teeth repair"
Teeth & Gums,General Dentistry,LANAP Laser Periodontal Therapy,-,A laser treatment for gum disease and periodontal issues.,LANAP (Laser-Assisted New Attachment Procedure) is a laser-based treatment for gum disease that preserves healthy tissue.,"The laser removes diseased tissue and stimulates regeneration of healthy gum tissue, improving overall gum health.",Individuals with gum disease or receding gums.,1–2 weeks,1–2 hours,No,"₹30,000","₹1,00,000","Swelling, discomfort, gum tenderness.",Gum disease treatment,Follow-up care involves avoiding hard foods and maintaining proper oral hygiene.,Results visible in 2–4 weeks.,Healthier gums.,Treats gum disease and promotes gum regeneration.,Traditional gum surgery,"lanap, gum disease treatment, laser periodontal therapy"
Skin,Skin Care Products,Mirvaso,-,"A treatment for rosacea symptoms, primarily facial redness.",Mirvaso is a topical gel that helps reduce redness caused by rosacea by constricting blood vessels.,It works by constricting blood vessels to reduce redness and flushing associated with rosacea.,"Individuals with rosacea, particularly facial redness.",1–2 weeks,1–2 minutes,No,"₹2,000","₹5,000","Skin irritation, burning sensation, dryness.",Rosacea treatment,"Apply sparingly, avoid direct sun exposure, and discontinue if irritation occurs.",Results visible within hours.,Reduced facial redness.,Reduces redness and flare-ups caused by rosacea.,"Topical steroids, Oral medications","mirvaso, rosacea, redness treatment"
Face,Skin Tightening,NuFace,-,A non-invasive device for facial toning and anti-aging.,NuFace uses microcurrent technology to stimulate the facial muscles and promote skin tightening.,The device delivers a low-level current to improve facial contours and reduce fine lines.,Individuals seeking non-surgical facial toning.,1–2 weeks,20–30 minutes,No,"₹15,000","₹40,000","Mild tingling sensation, slight discomfort.","Skin tightening, Anti-aging",Use daily for optimal results; mild tingling or discomfort may occur during treatment.,Results visible in 2–4 weeks.,Toned and lifted face.,Stimulates muscle activity and tightens the skin.,"Facelift, Botox","nuface, non-surgical facelift, anti-aging"
Skin,Scar Treatments,Silagen,-,A silicone-based gel to improve the appearance of scars.,Silagen is used to reduce the appearance of scars by hydrating and protecting the scar while supporting healing.,"The gel is applied to the scar after it has healed, and it helps in flattening and lightening the scar.","Individuals with surgical, burn, or traumatic scars.",3–6 months,N/A,No,"₹2,000","₹5,000","Skin irritation, itching, redness.","Scar treatment, Topical gel",Apply twice a day to the scar; may cause mild irritation or redness initially.,Results visible in 2–3 months.,Reduced scarring.,Reduces scar visibility and improves skin texture.,"Scar creams, Silicone sheets","silagen, scar treatment, skin healing"
Face,"Cheek, Chin And Jawline Enhancement",Brow Bone Reduction,Forehead Contouring,A surgery to reduce the prominence of the brow bone.,Brow bone reduction reshapes the forehead by reducing the brow's prominence to achieve a smoother contour.,The procedure involves removing bone or altering the structure to create a more feminine or balanced appearance.,Individuals with prominent or heavy brow bones.,2–4 weeks,1–2 hours,Yes,"₹1,50,000","₹3,00,000","Infection, bleeding, scarring.","Facial contouring, Aesthetic surgery",Swelling and bruising are common; avoid strenuous activities for a few weeks.,Results are visible in 3–6 months.,Smoother forehead contour.,Reduces forehead protrusion and creates a more balanced face.,"Rhinoplasty, Forehead lift","brow bone reduction, forehead surgery, facial contouring"
Teeth & Gums,Cosmetic Dentistry,Da Vinci Veneers,-,High-quality dental veneers that improve the appearance of teeth.,Da Vinci veneers are custom-made porcelain shells bonded to the teeth to cover imperfections.,"The veneers are applied to the front of the teeth to correct color, shape, or alignment issues.","Individuals with discolored, chipped, or misaligned teeth.",1–2 weeks,1–2 hours per tooth,No,"₹30,000","₹80,000","Sensitivity, improper fit, veneer damage.","Cosmetic dentistry, Veneers",Avoid eating hard foods for a few days; regular brushing and dental check-ups are essential.,Results are long-lasting (5–10 years).,Aesthetic smile improvement.,"Corrects color, shape, and alignment of teeth for a beautiful smile.","Lumineers, Composite bonding","da vinci veneers, dental veneers, smile makeover"
Skin,Skin Care Products,JeNu,-,A skincare device using ultrasound to improve skin appearance.,"JeNu uses ultrasound waves to penetrate deeper layers of the skin, promoting collagen production and rejuvenation.",The device is applied to the skin with a serum to enhance absorption and reduce fine lines and wrinkles.,Individuals seeking anti-aging treatments and skin rejuvenation.,1–2 weeks,15–20 minutes,No,"₹20,000","₹40,000","Mild redness, tingling sensation, irritation.","Skin rejuvenation, Anti-aging",Use daily or as recommended; avoid direct sun exposure after use.,Results visible in 2–3 weeks.,"Firmer, smoother skin.",Stimulates collagen production for a youthful appearance.,"Ultherapy, Radiofrequency treatments","jenu, skin rejuvenation, anti-aging"
